dataset,c1,c2,cls_coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,hubs.mean,hubs.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,t1.mean,t1.sd,t2,t3,t4
74,0.9996868924868422,0.0008676789587851,0.6766369054809678,0.9837719298245614,0.9220103126845294,0.1109344171232951,0.3609768355097906,,0.3095445411534376,,0.9166666666666666,,0.8125,,0.9708202634100154,0.09831528902699,0.1493619535806052,,0.2708333333333333,,0.21875,,0.9565972222222222,0.53125,0.4609984358993095,0.1289343029078491,0.375,0.4866642633922876,0.2395833333333333,0.4290697812628879,0.015625,0.017898431103838,0.0416666666666666,0.03125,0.75
75,0.9417258626620666,0.1476188456808446,200000001.0,1.0048076923076923,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.0669856459330143,,
76,0.9998182469603428,0.0005037783375314,0.9524563048710994,0.8533168911654967,0.7906445214263261,0.1784421730132697,0.100650168596816,,0.0,,0.0,,0.0,,0.9610526122848289,0.0496096897070934,0.0030258325139074,,0.0079365079365079,,0.0079365079365079,,0.9563492063492064,0.2063492063492063,0.429069461130752,0.0701931176208667,0.1507936507936507,0.3585597644197159,0.0674603174603174,0.2513166492295696,0.125,0.3423294734315825,0.0555555555555555,0.0079365079365079,0.1428571428571428
77,0.9340680553754912,0.1651376146788991,0.9033333335094444,0.9807692307692308,0.8103610665056296,0.2481126360491516,0.0712283089116783,,0.033619766871093,,0.275,,0.0,,0.9352785041949152,0.1460984142519195,0.0230282215376144,,0.05,,0.05,,0.80875,0.2,0.3522168066506096,0.1882457364156411,0.2,0.4050957468334667,0.025,0.1581138830084189,0.04,0.0505181485540922,0.175,0.05,0.2857142857142857
78,0.978070970973496,0.0587155963302752,0.8437580432631036,0.9702578953547528,0.9003491008701587,0.1098242463594615,0.1653898345460215,,0.017553621094276,,0.8517786561264822,,0.6146245059288538,,0.9835333552400056,0.0413341347881563,0.0917832124639528,,0.1027667984189723,,0.0830039525691699,,0.9824751206861536,0.2944664031620553,0.3378609675001113,0.1672168582672715,0.1620553359683794,0.3688662384691261,0.1245059288537549,0.3304845721664275,0.0128205128205128,0.0928603852054773,0.0434782608695652,0.0039525691699604,0.0909090909090909
79,0.9898335738965818,0.0277311312760942,0.7009784388831259,0.9906312370367472,0.9635573859584576,0.0840716708061861,0.093368788561954,,0.0,,0.6600790513833992,,0.3379446640316205,,0.9926250403952236,0.0438828017291721,0.065981344880813,,0.0790513833992094,,0.0652173913043477,,0.9784288146979332,0.2648221343873518,0.290827676493454,0.2306527533031489,0.1758893280632411,0.3811027506320961,0.0790513833992094,0.2700859586822135,0.0057142857142857,0.0439284255369247,0.2371541501976284,0.0019762845849802,0.0083333333333333
80,0.8778446951746506,0.2825347499265107,0.9067599072183372,0.9996564838670102,0.9840284774946736,0.0261301894314244,0.4189157237816501,,0.0,,0.986013986013986,,0.9755244755244756,,0.9965034965034965,0.0591312395989082,0.1458508323304752,,0.2307692307692307,,0.1783216783216783,,0.99101423052472,0.4615384615384615,,,0.3391608391608391,0.474254349558423,0.1328671328671328,0.3400260513809429,0.0181818181818181,0.1074715949354799,0.1503496503496503,0.0734265734265734,0.4883720930232558
81,0.9293179372497984,0.1758069032462804,200000001.0,1.001432664756447,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.0128755364806866,,
82,0.9812579903566702,0.0504337877776719,0.8301198806537298,0.9974236290025764,0.9892734136300378,0.0131473147354215,0.5099377058587945,,0.0,,0.9790209790209792,,0.916083916083916,,0.9931886354571904,0.0588405850966346,0.2517000713470978,,0.3356643356643356,,0.3671328671328671,,0.9930681206904984,0.6888111888111889,0.4997055277481898,0.2523320086161695,0.5034965034965035,0.5008641777459585,0.3006993006993007,0.4593659250775097,0.0434782608695652,0.1894658721313152,0.1398601398601398,0.0034965034965034,0.025
83,0.9771340293867936,0.0611346316680778,200000001.0,1.009433962264151,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,1.7850467289719627,,
84,0.9771340293867936,0.0611346316680778,1.0,1.0,0.9818174514520096,0.0325724214874684,0.1063958921590865,,0.0,,0.8504672897196262,,0.0,,0.9906542056074766,0.0966736489045663,0.0,,0.0,,0.0,,0.9648004192505896,0.3925233644859813,0.4637440531790052,0.0525485424871083,0.1962616822429906,0.3990378129443468,0.0186915887850467,0.1360707648313611,0.0555555555555555,0.1960514128523449,1.8785046728971964,0.6448598130841121,0.3432835820895522
86,0.8810077539356892,0.2764127026640129,1.0,1.0,0.9616099570645024,0.0642011245260563,0.1481763170298198,,0.0,,0.6666666666666666,,0.4444444444444444,,0.9994212962962964,0.0240562612162344,0.0525799867443902,,0.0462962962962962,,0.0538194444444444,,0.9958104263117284,0.2355324074074074,0.4780309077627258,0.0398245665899489,0.1747685185185185,0.379878921532316,0.0931712962962963,0.2907564772547689,0.0064102564102564,0.0728360699599528,0.0121527777777777,0.0086805555555555,0.7142857142857143
87,0.9539790391468632,0.1187400136955033,200000001.0,1.002469135802469,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.0270935960591133,,
88,0.9539790391468632,0.1187400136955033,200000001.0,1.002469135802469,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.7955665024630542,,
89,0.9684069022981412,0.0833304411203275,0.8916420102218668,0.8689579923622477,0.5715701539007957,0.1451661644392546,0.1420954042856036,,4.745098322262748e-05,,0.3702127659574468,,0.1063829787234042,,0.9560279213860858,0.0482876544120876,0.0606976519356906,,0.0680851063829787,,0.0468085106382978,,0.9043186962426436,0.2553191489361702,0.3699907480546379,0.1282864893675994,0.1574468085106383,0.3649989350476583,0.0978723404255319,0.2977762035389524,0.0714285714285714,0.220350438531891,0.051063829787234,0.0170212765957446,0.3333333333333333
90,0.9933820990862128,0.0181543443065299,200000001.0,1.0033112582781456,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.0858085808580858,,
91,0.9182958340544894,0.1999999999999999,0.2222222246296296,0.976525821596244,0.8020833333333334,0.2450021258411172,0.0937131555927433,,0.0,,0.5,,0.0,,0.977000408955398,0.1163962001732182,0.0,,0.0,,0.0416666666666666,,0.8125,0.0555555555555555,0.1839234971862264,0.0742499303031758,0.0,0.0,0.0277777777777777,0.1654887956057705,0.0588235294117647,0.1331749467760424,0.0833333333333333,0.0555555555555555,0.6666666666666666
92,0.99498482818597,0.0137931034482757,0.6555555558423611,0.9476950354609928,0.9748251748251748,0.0322118573647418,0.8299240709004638,,0.6857142857142857,,0.8333333333333334,,0.7291666666666666,,0.9408550333027632,0.1330565309302758,0.1853917365336412,,0.375,,0.2708333333333333,,0.9214409722222222,0.375,0.4285162965324831,0.0914654893201392,0.25,0.4375949744936837,0.3125,0.4684174352188668,0.0294117647058823,0.0178536057385863,0.0416666666666666,0.0416666666666666,1.0
93,0.9886994082884974,0.0307692307692308,0.4166666680555555,0.9516129032258064,0.7529100529100529,0.2970596742127612,0.2111524821490087,,0.5714285714285714,,0.75,,0.65625,,0.9409241477123154,0.1692794404420403,0.0985904548311444,,0.125,,0.25,,0.8291015625,0.3125,0.3588400532062881,0.1694102592876723,0.25,0.4399413450640598,0.0625,0.2459346884189823,0.0434782608695652,0.0373804087788551,0.0625,0.0625,1.0
94,0.931562768480964,0.1707833450952717,0.8390432099258016,0.9475743348982786,0.9386393110435663,0.0867198048991964,0.6250609470663293,,0.875,,0.8888888888888888,,0.8888888888888888,,0.932186855182068,0.0970624288775998,0.1878372217673981,,0.2361111111111111,,0.2083333333333333,,0.96875,0.7361111111111112,0.4788568278708168,0.0749846952849292,0.5694444444444444,0.4986287927170347,0.2361111111111111,0.4276715718818953,0.0196078431372548,0.0167074664013188,0.0277777777777777,0.0277777777777777,1.0
95,0.954434002924965,0.1176470588235294,0.694444444695602,0.953900709219858,0.859294532627866,0.1969922172067497,0.3838903885762713,,0.8,,0.8333333333333334,,0.8333333333333334,,0.9378471552377864,0.131648883973765,0.1527427759117556,,0.375,,0.2708333333333333,,0.9136284722222222,0.3333333333333333,0.4146322638081594,0.1020828657119507,0.1666666666666666,0.3766217885773548,0.25,0.4375949744936837,0.0263157894736842,0.015832303877092,0.0416666666666666,0.0416666666666666,1.0
96,0.9886994082884974,0.0307692307692308,0.3541666683680555,0.9495967741935484,0.6424792139077853,0.5045418000303106,0.0945108257234146,,0.0,,0.25,,0.1875,,0.8966031181294204,0.1456786913173629,0.0587726730584488,,0.0625,,0.03125,,0.787109375,0.21875,0.3109667863832424,0.1472736735244542,0.125,0.3360107525161235,0.03125,0.1767766952966369,0.0416666666666666,0.0255155181539914,0.0625,0.0625,1.0
97,0.9418285354475155,0.1473812423873326,0.8469689144412825,0.8326585695006747,0.8857362527112308,0.0403330610937992,0.2916383483205808,,0.5053763440860215,,0.7692307692307693,,0.7692307692307693,,0.90575782539268,0.1311505852552358,0.091715735396466,,0.2051282051282051,,0.2307692307692307,,0.9171597633136096,0.4615384615384615,0.398768412665811,0.3344004839592276,0.358974358974359,0.4859705149805894,0.2051282051282051,0.4090738692453054,0.125,0.1074281602641164,0.0769230769230769,0.0512820512820512,0.6666666666666666
98,0.9182958340544894,0.1999999999999999,0.333333335462963,0.9603174603174603,0.9293650793650794,0.0721189447043505,0.4436542470204985,,0.8,,0.8333333333333334,,0.8333333333333334,,0.940318684303428,0.1578220571260231,0.1313186654868635,,0.25,,0.2222222222222222,,0.8950617283950617,0.3055555555555556,0.3563538774888183,0.1367446822768246,0.1111111111111111,0.3187276291558383,0.3333333333333333,0.4780914437337574,0.0476190476190476,0.0234765070757921,0.1111111111111111,0.0833333333333333,0.75
99,0.887976319515135,0.2627345844504022,0.5185185202469136,0.9874804381846636,0.9319636363636364,0.049129639603841,0.3966952661190847,,1.0,,1.0,,1.0,,0.9808835844379004,0.1171064588033742,0.1527861052679039,,0.2083333333333333,,0.1666666666666666,,0.9461805555555556,0.5416666666666666,0.4579654162464328,0.120067884609788,0.4444444444444444,0.5003910833605344,0.2222222222222222,0.4186572170818395,0.0178571428571428,0.0141922144649434,0.0694444444444444,0.0555555555555555,0.8
100,0.9910760598382222,0.0243902439024389,1.0,1.0,0.9609375,0.0605153647844908,0.4605926354204832,,1.0,,1.0,,1.0,,0.9722222222222222,0.1666666666666666,0.1940112125712096,,0.2777777777777778,,0.3888888888888888,,0.964506172839506,0.6666666666666666,0.5068763026585119,0.0646320283578247,0.5555555555555556,0.5039526306789697,0.1666666666666666,0.3779644730092272,0.0303030303030303,0.0145064713296414,0.1666666666666666,0.1111111111111111,0.6666666666666666
101,0.9934472383802028,0.0179775280898876,0.5587301594825396,0.9465737514518002,0.98941647597254,0.0141583165569388,0.9173157481353008,,0.6944444444444445,,0.8571428571428571,,0.7142857142857143,,0.9488111041711346,0.1473296678053068,0.2022343541553706,,0.3571428571428571,,0.3571428571428571,,0.9223356009070296,0.4285714285714285,0.4331205989925883,0.0773429610119057,0.238095238095238,0.4310805374090423,0.1428571428571428,0.3541688016605732,0.0384615384615384,0.0294137141390252,0.0476190476190476,0.0476190476190476,1.0
102,0.9798687566511528,0.054054054054054,0.9668156115333016,0.841092530657748,0.9902731973371902,0.0080939968377626,0.8460931610530266,,0.569607212383736,,0.99,,0.9833333333333332,,0.9657358892065316,0.0465459536106488,0.2840095912089383,,0.3966666666666666,,0.3866666666666667,,0.9884777777777778,0.5633333333333334,0.4037964182675779,0.2754211949164862,0.3566666666666667,0.4798155535623629,0.4333333333333333,0.4963635881027161,0.0344827586206896,0.10293423644924,0.0233333333333333,0.0033333333333333,0.1428571428571428
103,0.9953784388202258,0.012718600953895,0.6306666672246666,0.9583673469387756,0.9474278480862978,0.0738324295989599,0.3807144620079553,,0.7902148216671806,,0.9,,0.82,,0.9570487524726984,0.1361091636310177,0.1387397623705807,,0.3,,0.24,,0.938,0.5,0.4415682341458132,0.1305477347818657,0.34,0.4785181206984064,0.2,0.4040610178208843,0.0277777777777777,0.0192889474068309,0.06,0.02,0.3333333333333333
104,0.9824740868386408,0.0472516875602699,0.6782010591382737,0.9656565656565655,0.9431274804381572,0.0352431864701907,0.5173699684295637,,0.4036750957854407,,0.8666666666666667,,0.6,,0.950787373911412,0.1423037152541511,0.149991952389023,,0.3333333333333333,,0.1777777777777778,,0.9461728395061728,0.6222222222222222,0.4640604200921429,0.1362581169044942,0.3777777777777777,0.4903101471559001,0.3111111111111111,0.468179366473918,0.03125,0.0194380429810793,0.0666666666666666,0.0444444444444444,0.6666666666666666
105,0.9182958340544894,0.1999999999999999,0.7592592602109054,0.992313067784766,0.9971243435490894,0.0064301633041719,0.8871877028726265,,0.8237476808905381,,0.9629629629629628,,0.9629629629629628,,0.9738262903025048,0.134795903982633,0.2500110268028516,,0.3333333333333333,,0.3333333333333333,,0.970164609053498,0.7962962962962963,0.5379079204363119,0.1073995480670862,0.7222222222222222,0.4521089644358652,0.3148148148148148,0.4688031358190116,0.025,0.0148563046754912,0.0925925925925925,0.0185185185185185,0.2
106,0.997180398894264,0.0077821011673151,0.5763888899768519,0.9890350877192984,0.9105716360618322,0.1489698373700734,0.4095230248119219,,1.0,,1.0,,1.0,,0.9803080492374384,0.1006700603177385,0.1111111111111816,,0.28125,,0.2916666666666666,,0.9613715277777778,0.5833333333333334,0.4575833476161686,0.1751305489690523,0.4479166666666667,0.4998903388516255,0.28125,0.4519693748358108,0.0131578947368421,0.0054773367911409,0.03125,0.03125,1.0
107,0.9886994082884974,0.0307692307692308,0.6527777780671296,0.9780701754385964,0.9750881834215168,0.02228994793468,0.8103305184122553,,1.0,,1.0,,1.0,,0.9895833333333334,0.1020620726159657,0.2835820895531106,,0.3958333333333333,,0.40625,,0.9774305555555556,0.7291666666666666,,,0.21875,0.4155687288777304,0.3645833333333333,0.4838397226282506,0.0499999999999999,0.0215342614269604,0.0416666666666666,0.03125,0.75
108,0.954434002924965,0.1176470588235294,1.0,1.0,0.9873333333333336,0.0127801930084538,0.8362358536695271,,1.0,,1.0,,1.0,,0.96875,0.1767766952966369,0.2726791695116379,,0.375,,0.375,,0.962890625,0.78125,0.5177684517285422,0.0480330474316149,0.625,0.4918693768379647,0.3125,0.4709290748598849,0.03125,0.0,0.15625,0.125,0.8
109,0.9992954443621548,0.0019512195121951,1.0,1.0,0.967585532746823,0.042381967395822,0.5713531302610323,,1.0,,1.0,,1.0,,0.984375,0.125,0.1530054751434557,,0.359375,,0.328125,,0.960205078125,0.578125,0.4690471656308236,0.0650189115008036,0.28125,0.4531634835874829,0.234375,0.4269562819149832,0.0212765957446808,0.0132043135699953,0.078125,0.078125,1.0
110,0.954434002924965,0.1176470588235294,1.0,1.0,0.8366666666666667,0.3266666666666667,0.116469674747649,,0.0,,0.25,,0.0,,0.96875,0.1767766952966369,2.747414598047726e-07,,0.09375,,0.03125,,0.892578125,0.34375,0.4338471815568088,0.0753155502711126,0.3125,0.4709290748598849,0.15625,0.3689020326284735,0.037037037037037,0.0123702309582365,0.125,0.09375,0.75
111,0.9927744539878084,0.0198019801980199,0.6833333345277778,0.985897435897436,0.9464285714285714,0.073810043951173,0.5212635648500907,,1.0,,1.0,,1.0,,0.975,0.1581138830084189,0.2307691213577944,,0.3,,0.375,,0.964375,0.75,0.5537278895177666,0.1794477355530762,0.55,0.5038314736557788,0.25,0.4385290096535146,0.0454545454545454,0.0239498032057274,0.175,0.1,0.5714285714285714
112,0.9709505944546688,0.0769230769230768,0.7516666671426852,0.9807909604519774,0.978780685896826,0.0367529301284603,0.7479053265089941,,0.945619335347432,,0.9666666666666668,,0.9666666666666668,,0.9714063634988158,0.1269554998173348,0.2025430429138623,,0.3333333333333333,,0.4166666666666666,,0.9766666666666668,0.8,0.6061023562916242,0.2259802340855549,0.6333333333333333,0.4859611014169709,0.1666666666666666,0.3758230140014145,0.0238095238095238,0.0122876858748079,0.05,0.05,1.0
113,0.9860400318404436,0.0378501135503406,1.0,1.0,0.8940903925168284,0.1760553179788451,0.1948160616993558,,1.0,,1.0,,1.0,,0.9861111111111112,0.1178511301977579,0.1522776477137085,,0.1805555555555555,,0.1666666666666666,,0.947337962962963,0.3333333333333333,0.4289729191046685,0.0820594902858629,0.1666666666666666,0.3752933125204007,0.1944444444444444,0.3985497968034626,0.0399999999999999,0.1248275559493168,0.125,0.0833333333333333,0.6666666666666666
114,0.9967916319816368,0.0088495575221239,0.7988811191286654,0.9463276836158192,0.8098095379740217,0.1572805224306719,0.3636865391504168,,0.199110754268228,,0.6,,0.5,,0.9251067258698036,0.1060428318807104,0.1283291699303642,,0.2833333333333333,,0.1333333333333333,,0.9497222222222222,0.5166666666666667,0.3933685036938549,0.2375722900353081,0.3,0.4621247905424446,0.3,0.4621247905424446,0.0263157894736842,0.03543627256956,0.05,0.0166666666666666,0.3333333333333333
115,0.9182958340544894,0.1999999999999999,0.8148148151697531,0.992566510172144,0.9797891667718638,0.0571648689161821,0.2825438224344307,,0.5574468085106383,,0.7083333333333334,,0.7083333333333334,,0.9861111111111112,0.1178511301977579,0.0538553391883678,,0.125,,0.125,,0.9783950617283952,0.7222222222222222,0.5744611130244291,0.2714806762143191,0.5416666666666666,0.5017574746630903,0.25,0.4360514248003583,0.0192307692307692,0.0068229270942927,0.1111111111111111,0.0138888888888888,0.125
116,0.9744894033980523,0.0679245283018867,0.4176339303499388,0.9274193548387096,0.8258961659114245,0.1985156191180372,0.0583638763106334,,0.1849448796817217,,0.40625,,0.0,,0.9218360971008628,0.1610943359243749,0.0,,0.0,,0.03125,,0.8544921875,0.25,0.3118493000059726,0.1025844699325273,0.03125,0.1767766952966369,0.03125,0.1767766952966369,0.0434782608695652,0.0182196062356846,0.125,0.0625,0.5
117,0.9927744539878084,0.0198019801980199,0.8111111118703703,0.994915254237288,0.9315952657624844,0.0614106129916391,0.4119768638450186,,0.0742454237288135,,0.8,,0.45,,0.976431633596764,0.1280010544385176,0.1572504437467912,,0.3,,0.1333333333333333,,0.9663888888888889,0.7166666666666667,0.4985818806886961,0.0887550453872192,0.5,0.5042194840896107,0.1666666666666666,0.3758230140014145,0.024390243902439,0.0296032939645259,0.1,0.05,0.5
118,0.999643749677856,0.0009871668311945,0.800000000919753,0.993939393939394,0.8933370032005424,0.100177934036182,0.0935921114064949,,8.25079429295491e-06,,0.6666666666666666,,0.0,,0.9696665832672868,0.1476016423534658,0.0451820916593836,,0.0444444444444444,,0.1333333333333333,,0.9096296296296296,0.4444444444444444,0.450857204076174,0.1034805391211534,0.2888888888888888,0.4583677673015524,0.0666666666666666,0.2522624895547565,0.125,0.2818276206480498,0.3333333333333333,0.0222222222222222,0.0666666666666666
119,0.9837082626231858,0.0440097799511003,0.650000001,0.9794871794871794,0.9548787103774315,0.0283653778146288,0.7218010105181887,,0.8888888888888888,,0.9,,0.9,,0.9655904519882206,0.1562902723669599,0.1836757368201567,,0.3249999999999999,,0.2249999999999999,,0.961875,0.75,0.5104166666666666,0.1439515340645738,0.575,0.5006406152531231,0.35,0.483045891539648,0.0344827586206896,0.0215615741037734,0.05,0.05,1.0
120,0.9910760598382222,0.0243902439024389,0.606481482429784,0.9634920634920636,0.9106703452797202,0.1129802420302968,0.55423148782644,,0.7954545454545454,,0.8888888888888888,,0.8055555555555556,,0.9350624244022442,0.1556729177215105,0.1891905782884464,,0.1666666666666666,,0.0833333333333333,,0.9367283950617284,0.5833333333333334,0.4715201279144271,0.1310092823778595,0.4166666666666667,0.5,0.1666666666666666,0.3779644730092272,0.03125,0.0093336320143367,0.0555555555555555,0.0555555555555555,1.0
121,0.975119064940866,0.06631299734748,0.6299329281299048,0.9252271139063593,0.7514571183567065,0.2126473531693569,0.0947772248397776,,0.2519200428160177,,0.7407407407407407,,0.3518518518518518,,0.936920816325368,0.1217122259943797,0.0337833806352473,,0.037037037037037,,0.0555555555555555,,0.7510288065843621,0.1666666666666666,0.2121113167551247,0.224710737604074,0.074074074074074,0.2643505285727147,0.0555555555555555,0.231212282322664,0.0277777777777777,0.0185185185185185,0.074074074074074,0.037037037037037,0.5
122,0.9927744539878084,0.0198019801980199,0.3833333351944444,0.9653846153846154,0.9825336700336702,0.0086305120599368,0.8780969577223069,,1.0,,1.0,,1.0,,0.9527393181698524,0.1528076651082847,0.1878202994925717,,0.4499999999999999,,0.3249999999999999,,0.9425,0.425,0.4159090909090908,0.0824866930560757,0.15,0.3616202853397894,0.3,0.464095480892257,0.03125,0.0141990458561766,0.05,0.05,1.0
123,0.997180398894264,0.0077821011673151,0.7083333340277778,0.9758064516129032,0.996377217553688,0.004859295900591,0.9732447368591596,,1.0,,1.0,,1.0,,0.9569880649852758,0.1742078060435066,0.1795087526389267,,0.46875,,0.5625,,0.953125,0.8125,0.5333333333333334,0.1334776445760838,0.5625,0.5040161287741853,0.3125,0.4709290748598849,0.0526315789473684,0.0361634376842993,0.0625,0.0625,1.0
124,0.8904916402194913,0.2577319587628867,1.0,1.0,0.9700232262759526,0.0281827101208299,0.5876959394307704,,0.0,,0.6666666666666666,,0.0,,0.9743589743589745,0.1601281538050871,0.0,,0.0,,0.0,,0.89612097304405,0.358974358974359,0.5001752356183945,0.0027589620356814,0.2307692307692307,0.4268327949183541,0.0,0.0,0.0555555555555555,0.1269166017514316,1.051282051282051,0.0512820512820512,0.048780487804878
125,0.9998376907209824,0.0004498987727762,0.8298661756812095,0.9922305764411028,0.9976978399868924,0.0032087487959624,0.9377584525686524,,0.3678393132297736,,0.9825,,0.925,,0.9833794963308062,0.047215804432975,0.1479628005181251,,0.4549999999999999,,0.4499999999999999,,0.994925,0.6675,0.4992548204327323,0.0719912102498605,0.48,0.500225513053637,0.3725,0.4840760001640621,0.0038910505836575,0.0076217845208709,0.0175,0.01,0.5714285714285714
126,0.9988455359952018,0.0031948881789137,0.805589286398447,0.9987218045112782,0.9976174426490748,0.0023079723781896,0.9345427295903488,,0.4906936461106806,,0.9875,,0.945,,0.994483635797721,0.0497570007516259,0.1715927828063438,,0.4449999999999999,,0.425,,0.9951125,0.69,0.5037280223185807,0.0598562849084081,0.5125,0.500469704190004,0.405,0.4915068131454752,0.0035087719298245,0.0040152561483966,0.0175,0.01,0.5714285714285714
127,0.9993506898146104,0.0017983814566888,0.8291839801938039,0.996002506265664,0.9982823629191536,0.003353925421144,0.9568458669050705,,0.2036191218815243,,0.9875,,0.94,,0.9875431894819622,0.0484840657670224,0.1944784650947457,,0.4599999999999999,,0.4425,,0.99521875,0.7275,0.5041461731881843,0.0674893038772687,0.525,0.4999999999999999,0.3675,0.4827279935838335,0.0038167938931297,0.010412140369594,0.0175,0.01,0.5714285714285714
128,0.9991161687869752,0.0024470024220329,0.8096477279180481,0.998345864661654,0.9989767661095768,0.0012168696491864,0.9722855573916648,,0.3505934008127944,,0.985,,0.9525,,0.9933314963185492,0.0496153733416373,0.1731368821710955,,0.4499999999999999,,0.43,,0.99494375,0.67,0.501233497930844,0.0646753731969862,0.475,0.4999999999999999,0.385,0.4872047013860104,0.003875968992248,0.0049703521815232,0.0175,0.01,0.5714285714285714
129,0.9777945702913884,0.0594299575500304,0.9463790680313706,0.8389598997493735,0.9984758927639654,0.0017701032056733,0.9610410156655438,,0.1631806762474285,,0.985,,0.94,,0.9685221701079924,0.0388963821795354,0.2920353982085104,,0.4125,,0.4125,,0.99465,0.6825,0.4984672785102128,0.0800100223906892,0.49,0.500526039072368,0.3725,0.4840760001640621,0.0117647058823529,0.0769690177401059,0.015,0.0125,0.8333333333333334
130,0.9919424963763817,0.0220526516596717,1.0,1.0,0.9902045060495273,0.045146286060244,0.153136576134712,,0.0,,0.3229813664596273,,0.0,,0.9937888198757764,0.07881104062391,0.0,,0.0,,0.0,,0.815284904131785,0.2111801242236025,0.4981239636130308,0.0025177648744254,0.1180124223602484,0.3236294560832195,0.0,0.0,0.0062111801242236,8.700680214382973e-19,1.0062111801242235,0.0062111801242236,0.0061728395061728
131,0.7551362115224604,0.4845767671615345,0.7427083344069196,0.9994012135405578,0.9920213756938416,0.0324736216039745,0.0385095358383917,,0.0,,0.1994047619047619,,0.0,,0.996771728174455,0.0384691525132861,0.0,,0.0,,0.0014880952380952,,0.4883964002267573,0.0029761904761904,0.2674397971127633,0.1512569177266964,0.0,0.0,0.0,0.0,0.0015267175572519,0.0002367859900443,0.5029761904761905,0.0044642857142857,0.0088757396449704
132,0.9974482234237187,0.0070459442147556,1.0,1.0,0.9936684842117232,0.009716042306266,0.5347297153929855,,0.0,,0.8432432432432433,,0.0,,0.9945945945945946,0.0735214622093807,0.0,,0.0,,0.0,,0.965463842220599,0.5945945945945946,0.4991901193668255,0.0019148122131386,0.4108108108108108,0.4933160772328469,0.0,0.0,0.0054054054054054,0.0,1.0108108108108107,0.0054054054054054,0.0053475935828877
133,0.968803551208558,0.0823346303501945,0.9455874133793942,0.8619298031062737,0.6801746858428819,0.451748803797332,0.1166291644313406,,0.4857142857142856,,0.5900900900900901,,0.5900900900900901,,0.9635281854464935,0.0564683508435469,0.0899677467840516,,0.0945945945945946,,0.0675675675675675,,0.9424356789221654,0.2297297297297297,,,0.1981981981981982,0.3995431739750312,0.1396396396396396,0.3473960743139426,0.0222222222222222,0.0623526736787039,0.009009009009009,0.0045045045045045,0.5
134,0.9988455359952018,0.0031948881789137,1.0,1.0,0.9768634888861508,0.0166034807024915,0.3964425049662502,,0.0,,0.9,,0.0,,0.98,0.1414213562373095,0.0,,0.0,,0.0,,0.9468,0.58,0.4877421676649283,0.0411229945638534,0.36,0.4848732213850611,0.0,0.0,0.0384615384615384,0.0941357448663283,1.22,0.02,0.0163934426229508
135,0.9798687566511528,0.054054054054054,0.5370370391512347,0.9917840375586856,0.9303387426220268,0.1777795815354657,0.0385836906115958,,0.0,,0.1527777777777778,,0.0,,0.9759517051626866,0.1161810707418957,0.0,,0.0,,0.0,,0.8707561728395061,0.3333333333333333,0.3310089257604326,0.1602886653167198,0.125,0.3330397768401644,0.0,0.0,0.0384615384615384,0.1169512199348707,0.3611111111111111,0.0277777777777777,0.0769230769230769
136,0.90336303577232,0.2315724651262416,200000001.0,1.00390625,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,1.0038910505836576,,
137,0.9666186325481028,0.0878048780487804,1.0,1.0,0.9748584111077534,0.0558073762981813,0.2302932993455612,,0.0,,0.4464285714285714,,0.0,,0.9821428571428572,0.1336306209562122,0.0,,0.0,,0.0178571428571429,,0.8753188775510204,0.2321428571428571,0.4966034614912368,0.004861366497395,0.0535714285714285,0.227207782928703,0.0,0.0,0.0178571428571428,3.5008453019119215e-18,1.0357142857142858,0.0178571428571428,0.0172413793103448
138,0.8418521897563208,0.3486127864897467,1.0,1.0,0.9704085434605269,0.0308366896453088,0.6718166287212071,,0.0,,0.5405405405405406,,0.0,,0.972972972972973,0.1643989873053573,0.0,,0.0,,0.0270270270270269,,0.7545653761869978,0.1351351351351351,0.4999399681083766,0.0003484681379,0.054054054054054,0.2292434351351256,0.0,0.0,0.027027027027027,7.034607306733603e-18,1.027027027027027,0.027027027027027,0.0263157894736842
139,0.9256859869821298,0.1838649155722327,1.0,1.0,0.9414022096884036,0.1376631192727501,0.1067196454726545,,0.0,,0.1136363636363636,,0.0,,0.9772727272727272,0.1507556722888818,0.0,,0.0,,0.0,,0.6549586776859504,0.1590909090909091,0.4932305288070412,0.0123186370480356,0.1363636363636363,0.3471417571787741,0.0,0.0,0.0227272727272727,0.0,1.068181818181818,0.0454545454545454,0.0425531914893617
