@relation data_180

@attribute site numeric
@attribute block numeric
@attribute rep {1,2}
@attribute ozone numeric
@attribute rain numeric
@attribute fam numeric
@attribute ppmhrs numeric
@attribute vwpH numeric
@attribute biomass numeric
@attribute diam numeric
@attribute DMA numeric
@attribute DMB numeric
@attribute D2HA numeric
@attribute D2HB numeric
@attribute binaryClass {P,N}

@data
4,3,?,1,5.3,2,189,1.079,?,20.5,1.37,-1.69,13.21,-27.35,P
4,3,?,1,5.3,3,189,1.079,?,23.6,1.37,-0.44,13.21,-6.81,P
4,3,?,1,5.3,4,189,1.079,202.5,26.3,1.37,1.11,13.21,16.27,P
4,4,?,1.3,3.3,1,271,-0.938,?,51.75,-0.83,2.11,-4.07,34.95,N
4,4,?,1.3,3.3,2,271,-0.938,?,46.75,-0.83,0.51,-4.07,3.43,N
4,4,?,1.3,3.3,3,271,-0.938,?,44.35,-0.83,-3.14,-4.07,-51.85,N
4,4,?,1.3,3.3,4,271,-0.938,2364.66,56.15,-0.83,0.51,-4.07,13.47,N
4,4,?,1.3,4.3,1,275,0.072,?,41.05,-0.33,-1.54,0.1,-32.98,N
4,4,?,1.3,4.3,2,275,0.072,?,51.8,-0.33,1.51,0.1,41.88,N
4,4,?,1.3,4.3,3,275,0.072,?,42,-0.33,-0.64,0.1,-16.74,N
4,4,?,1.3,4.3,4,275,0.072,1075.96,42.95,-0.33,0.66,0.1,7.84,N
4,4,?,1.3,5.3,1,271,1.079,?,40.07,-0.84,-0.2,-13.8,-4.72,N
4,4,?,1.3,5.3,2,271,1.079,?,40.75,-0.84,-0.23,-13.8,-3.39,N
4,4,?,1.3,5.3,3,271,1.079,?,38.4,-0.84,-0.23,-13.8,-5.09,N
4,4,?,1.3,5.3,4,271,1.079,937.63,43,-0.84,1.27,-13.8,26.01,N
4,4,?,1.7,3.3,1,331,-0.938,?,47.8,1.73,-1.05,36.98,-27.86,N
4,4,?,1.7,3.3,2,331,-0.938,?,45.15,1.73,0.5,36.98,29.9,N
4,4,?,1.7,3.3,3,331,-0.938,?,53.8,1.73,-0.5,36.98,-7.56,N
4,4,?,1.7,3.3,4,331,-0.938,1438.19,57.5,1.73,1.05,36.98,5.52,N
4,4,?,1.7,4.3,1,334,0.072,?,53.45,0.14,-0.16,12.64,-5.56,N
4,4,?,1.7,4.3,2,334,0.072,?,51.6,0.14,-0.71,12.64,-14.09,N
4,4,?,1.7,4.3,3,334,0.072,?,54.45,0.14,1.54,12.64,37.32,N
4,4,?,1.7,4.3,4,334,0.072,2169.7,49.5,0.14,-0.66,12.64,-17.67,N
4,4,?,1.7,5.3,1,333,1.079,?,39.25,-1.31,0.64,-20.12,6.34,N
4,4,?,1.7,5.3,2,333,1.079,?,36.4,-1.31,-0.66,-20.12,-2.41,N
4,4,?,1.7,5.3,3,333,1.079,?,44.65,-1.31,0.44,-20.12,5.74,N
4,4,?,1.7,5.3,4,333,1.079,754.8,36.3,-1.31,-0.41,-20.12,-9.67,N
4,4,?,2,3.3,1,402,-0.938,?,37.95,0.29,-0.06,3.48,1.9,P
4,4,?,2,3.3,2,402,-0.938,?,35.05,0.29,0.04,3.48,-2.83,P
4,4,?,2,3.3,3,402,-0.938,?,26.2,0.29,0.04,3.48,0.77,P
4,4,?,2,3.3,4,402,-0.938,1029.82,41.7,0.29,-0.01,3.48,0.16,P
4,4,?,2,4.3,1,410,0.072,?,32.3,-0.9,0.72,-12.67,4.35,P
4,4,?,2,4.3,2,410,0.072,?,20.1,-0.9,-1.92,-12.67,-31.11,P
4,4,?,2,4.3,3,410,0.072,?,31.95,-0.9,1.82,-12.67,41.04,P
4,4,?,2,4.3,4,410,0.072,168.36,29.65,-0.9,-0.63,-12.67,-14.29,P
4,4,?,2,5.3,1,404,1.079,?,49.95,-1.18,0.76,-13.61,13.93,N
4,4,?,2,5.3,2,404,1.079,?,47.6,-1.18,0.56,-13.61,9.41,N
4,4,?,2,5.3,3,404,1.079,?,29.7,-1.18,-1.84,-13.61,-29.78,N
4,4,?,2,5.3,4,404,1.079,2263.71,47.5,-1.18,0.51,-13.61,6.43,N
4,4,?,3,3.3,1,595,-0.938,?,30.8,0.53,-0.1,18.41,-9.26,N
4,4,?,3,3.3,2,595,-0.938,?,25.7,0.53,-1.25,18.41,-16.77,N
4,4,?,3,3.3,3,595,-0.938,?,42.55,0.53,-0.2,18.41,-7.94,N
4,4,?,3,3.3,4,595,-0.938,1722.12,46.15,0.53,1.55,18.41,33.97,N
4,4,?,3,4.3,1,585,0.072,?,30.95,-1.65,0.78,-28.99,7.72,N
4,4,?,3,4.3,2,585,0.072,?,27.5,-1.65,-0.38,-28.99,-2.53,N
4,4,?,3,4.3,3,585,0.072,?,25.7,-1.65,0.42,-28.99,5.64,N
4,4,?,3,4.3,4,585,0.072,188.98,21.25,-1.65,-0.82,-28.99,-10.82,N
4,4,?,3,5.3,1,604,1.079,?,35.8,-0.27,0.2,-2.26,5.83,N
4,4,?,3,5.3,2,604,1.079,?,32.7,-0.27,0.45,-2.26,5.53,N
4,4,?,3,5.3,3,604,1.079,?,30.7,-0.27,-0.25,-2.26,-4.22,N
4,4,?,3,5.3,4,604,1.079,733.39,32,-0.27,-0.4,-2.26,-7.14,N
4,4,?,0,3.3,1,40,-0.938,?,53.35,-1.41,0.39,-19.71,4.85,N
4,4,?,0,3.3,2,40,-0.938,?,45.1,-1.41,-0.41,-19.71,-3.88,N
4,4,?,0,3.3,3,40,-0.938,?,45.75,-1.41,-1.51,-19.71,-29.21,N
4,4,?,0,3.3,4,40,-0.938,3134.27,52.2,-1.41,1.54,-19.71,28.25,N
4,4,?,0,4.3,1,31,0.072,?,25.7,0.48,-0.55,9.68,-2.51,P
4,4,?,0,4.3,2,31,0.072,?,20.75,0.48,-0.05,9.68,-0.31,P
4,4,?,0,4.3,3,31,0.072,?,32.05,0.48,1.1,9.68,21.33,P
4,4,?,0,4.3,4,31,0.072,294.77,25.8,0.48,-0.5,9.68,-18.51,P
4,4,?,0,5.3,1,37,1.079,?,37,-0.23,0.76,-3.76,12.33,P
4,4,?,0,5.3,2,37,1.079,?,32.4,-0.23,0.46,-3.76,2.59,P
4,4,?,0,5.3,3,37,1.079,?,28.25,-0.23,-0.79,-3.76,-13.61,P
4,4,?,0,5.3,4,37,1.079,244.83,25.2,-0.23,-0.44,-3.76,-1.3,P
4,4,?,1,3.3,1,196,-0.938,?,49.65,-0.33,1.36,-2.86,25.66,P
4,4,?,1,3.3,2,196,-0.938,?,46.2,-0.33,-0.39,-2.86,-8.88,P
4,4,?,1,3.3,3,196,-0.938,?,49.25,-0.33,-0.54,-2.86,-10.92,P
4,4,?,1,3.3,4,196,-0.938,799.91,38.3,-0.33,-0.44,-2.86,-5.86,P
4,4,?,1,4.3,1,194,0.072,?,49.3,-1.36,-1.16,-17.79,-22.6,N
4,4,?,1,4.3,2,194,0.072,?,45.7,-1.36,1.69,-17.79,28.04,N
4,4,?,1,4.3,3,194,0.072,?,45.2,-1.36,-1.41,-17.79,-22.83,N
4,4,?,1,4.3,4,194,0.072,2370.48,49.55,-1.36,0.89,-17.79,17.39,N
4,4,?,1,5.3,1,193,1.079,?,47.8,-0.47,-0.85,-1.19,-19.11,N
4,4,?,1,5.3,2,193,1.079,?,41.45,-0.47,0.2,-1.19,4.53,N
4,4,?,1,5.3,3,193,1.079,?,54.85,-0.47,0.6,-1.19,14.52,N
4,4,?,1,5.3,4,193,1.079,1906.7,48.4,-0.47,0.05,-1.19,0.06,N
4,5,?,1.3,3.3,1,266,-0.938,?,37.95,-1.08,0.56,-21.66,10.19,P
4,5,?,1.3,3.3,2,266,-0.938,?,32.65,-1.08,-0.64,-21.66,-10,P
4,5,?,1.3,3.3,3,266,-0.938,?,32.25,-1.08,-0.84,-21.66,-14.79,P
4,5,?,1.3,3.3,4,266,-0.938,819.82,39.2,-1.08,0.91,-21.66,14.59,P
4,5,?,1.3,4.3,1,271,0.072,?,40.45,1.12,0.91,21.82,20.45,P
4,5,?,1.3,4.3,2,271,0.072,?,30.55,1.12,-1.79,21.82,-32.33,P
4,5,?,1.3,4.3,3,271,0.072,?,37.35,1.12,-0.39,21.82,-18.1,P
4,5,?,1.3,4.3,4,271,0.072,1206.39,45.05,1.12,1.26,21.82,20.93,P
4,5,?,1.3,5.3,1,269,1.079,?,41.45,1.53,0,28.58,1.35,P
4,5,?,1.3,5.3,2,269,1.079,?,32.3,1.53,0,28.58,-7.52,P
4,5,?,1.3,5.3,3,269,1.079,?,32.25,1.53,0.3,28.58,10.45,P
4,5,?,1.3,5.3,4,269,1.079,705.84,35.65,1.53,-0.3,28.58,-4.27,P
4,5,?,1.7,3.3,1,326,-0.938,?,30.5,-0.33,0.56,-7.02,9.74,P
4,5,?,1.7,3.3,2,326,-0.938,?,27.7,-0.33,0.21,-7.02,8.51,P
4,5,?,1.7,3.3,3,326,-0.938,?,29.95,-0.33,-0.54,-7.02,-12.93,P
4,5,?,1.7,3.3,4,326,-0.938,293.6,32.45,-0.33,-0.24,-7.02,-5.32,P
4,5,?,1.7,4.3,1,323,0.072,?,48.85,0.93,1.35,22.33,45.45,N
4,5,?,1.7,4.3,2,323,0.072,?,40.55,0.93,-2.55,22.33,-44.64,N
4,5,?,1.7,4.3,3,323,0.072,?,48.75,0.93,1.05,22.33,18.94,N
4,5,?,1.7,4.3,4,323,0.072,1873.02,45.1,0.93,0.15,22.33,-19.75,N
4,5,?,1.7,5.3,1,318,1.079,?,40,0.08,-0.45,-3.74,-8.82,P
4,5,?,1.7,5.3,2,318,1.079,?,37,0.08,0.1,-3.74,9.26,P
4,5,?,1.7,5.3,3,318,1.079,?,36,0.08,-0.05,-3.74,-1.59,P
4,5,?,1.7,5.3,4,318,1.079,727.29,44.25,0.08,0.4,-3.74,1.15,P
4,5,?,2,3.3,1,396,-0.938,?,32,1.52,1.46,23.1,27.68,P
4,5,?,2,3.3,2,396,-0.938,?,25.9,1.52,-1.14,23.1,-21.25,P
4,5,?,2,3.3,3,396,-0.938,?,28.65,1.52,-0.69,23.1,-7.96,P
4,5,?,2,3.3,4,396,-0.938,260.53,23.65,1.52,0.36,23.1,1.54,P
4,5,?,2,4.3,1,395,0.072,?,27.4,0.88,0.85,17.46,20.67,P
4,5,?,2,4.3,2,395,0.072,?,32.35,0.88,-0.45,17.46,-9,P
4,5,?,2,4.3,3,395,0.072,?,24.45,0.88,-0.05,17.46,-8.3,P
4,5,?,2,4.3,4,395,0.072,346.78,23.2,0.88,-0.35,17.46,-3.37,P
4,5,?,2,5.3,1,391,1.079,?,37.55,1.02,0.11,19.47,-4.05,N
4,5,?,2,5.3,2,391,1.079,?,30.35,1.02,-0.54,19.47,-6.09,N
4,5,?,2,5.3,3,391,1.079,?,37.7,1.02,-0.89,19.47,-22.03,N
4,5,?,2,5.3,4,391,1.079,1083.57,40.75,1.02,1.31,19.47,32.18,N
4,5,?,3,3.3,1,580,-0.938,?,35.1,1.68,-0.4,31.32,-11.74,P
4,5,?,3,3.3,2,580,-0.938,?,13.25,1.68,0.95,31.32,29.26,P
4,5,?,3,3.3,3,580,-0.938,?,23.65,1.68,-1.25,31.32,-22.56,P
4,5,?,3,3.3,4,580,-0.938,338.9,22.9,1.68,0.7,31.32,5.04,P
4,5,?,3,4.3,1,585,0.072,?,30.85,0.23,-1.2,6.02,-22.29,N
4,5,?,3,4.3,2,585,0.072,?,23.5,0.23,-1.55,6.02,-27.56,N
4,5,?,3,4.3,3,585,0.072,?,27.45,0.23,1.65,6.02,32.9,N
4,5,?,3,4.3,4,585,0.072,1027.72,42.6,0.23,1.1,6.02,16.94,N
4,5,?,3,5.3,1,571,1.079,?,36.05,2.1,1.67,38.4,37.03,P
4,5,?,3,5.3,2,571,1.079,?,19.65,2.1,-1.37,38.4,-25.26,P
4,5,?,3,5.3,3,571,1.079,?,29.95,2.1,-0.38,38.4,-10.98,P
4,5,?,3,5.3,4,571,1.079,420.45,27.2,2.1,0.08,38.4,-0.79,P
4,5,?,0,3.3,1,40,-0.938,?,30,1.67,-0.54,34.64,-11.55,P
4,5,?,0,3.3,2,40,-0.938,?,30.6,1.67,-0.84,34.64,-18.52,P
4,5,?,0,3.3,3,40,-0.938,?,38.1,1.67,1.81,34.64,34.42,P
4,5,?,0,3.3,4,40,-0.938,1478.73,45.25,1.67,-0.69,34.64,-10.12,P
4,5,?,0,4.3,1,32,0.072,?,50.35,-0.65,0.28,-6.97,8.99,N
4,5,?,0,4.3,2,32,0.072,?,42.3,-0.65,-0.38,-6.97,-7.39,N
4,5,?,0,4.3,3,32,0.072,?,49.75,-0.65,0.23,-6.97,3.84,N
4,5,?,0,4.3,4,32,0.072,507.33,33.4,-0.65,-0.13,-6.97,-5.44,N
4,5,?,0,5.3,1,45,1.079,?,34.65,1.78,3.05,40.96,76.06,P
4,5,?,0,5.3,2,45,1.079,?,31.1,1.78,-2.4,40.96,-49.96,P
4,5,?,0,5.3,3,45,1.079,?,37.5,1.78,-0.6,40.96,-17.66,P
4,5,?,0,5.3,4,45,1.079,444.81,38.1,1.78,-0.05,40.96,-8.44,P
4,5,?,1,3.3,1,202,-0.938,?,28.55,-1.18,0.81,-25.2,4.79,P
4,5,?,1,3.3,2,202,-0.938,?,23.8,-1.18,-0.29,-25.2,3.15,P
4,5,?,1,3.3,3,202,-0.938,?,22.2,-1.18,-1.29,-25.2,-17.79,P
4,5,?,1,3.3,4,202,-0.938,377.4,27.65,-1.18,0.76,-25.2,9.84,P
4,5,?,1,4.3,1,193,0.072,?,42.85,1.43,0,23.1,-5.37,P
4,5,?,1,4.3,2,193,0.072,?,37.45,1.43,1.2,23.1,36.13,P
4,5,?,1,4.3,3,193,0.072,?,31.75,1.43,0.65,23.1,5.81,P
4,5,?,1,4.3,4,193,0.072,157.41,25.65,1.43,-1.85,23.1,-36.58,P
4,5,?,1,5.3,1,190,1.079,?,50.5,1.57,1.66,34.38,27.56,P
4,5,?,1,5.3,2,190,1.079,?,45.3,1.57,-0.79,34.38,-7.66,P
4,5,?,1,5.3,3,190,1.079,?,40.55,1.57,-1.04,34.38,-21.77,P
4,5,?,1,5.3,4,190,1.079,1203.17,40.45,1.57,0.16,34.38,1.87,P
5,1,1,0,3,1,69.16,-1.175,1668.94,46.41,-0.46,0.44,-16.43,8.28,N
5,1,1,0,3,2,69.16,-1.175,1145.27,47.97,-0.46,-0.04,-16.43,-16.73,N
5,1,1,0,3,3,69.16,-1.175,1570.01,52.64,-0.46,-1.96,-16.43,-48.12,N
5,1,1,0,3,4,69.16,-1.175,2430.78,64.48,-0.46,3.14,-16.43,113.13,N
5,1,1,0,4,1,61.35,-0.17,923.12,41.17,-0.11,1.34,-1.5,38.32,N
5,1,1,0,4,2,61.35,-0.17,1496.97,46.37,-0.11,0.21,-1.5,-10.77,N
5,1,1,0,4,3,61.35,-0.17,742.32,33.24,-0.11,-1.7,-1.5,-33.74,N
5,1,1,0,4,4,61.35,-0.17,1135.68,43.25,-0.11,0.14,-1.5,6.19,N
5,1,1,0,5,1,70.52,0.833,779.52,31.05,-0.58,-0.07,-38.06,1.81,N
5,1,1,0,5,2,70.52,0.833,1077.35,37.61,-0.58,0.26,-38.06,11.27,N
5,1,1,0,5,3,70.52,0.833,1066.1,46.2,-0.58,0.69,-38.06,11.96,N
5,1,1,0,5,4,70.52,0.833,921.16,38.17,-0.58,-0.88,-38.06,-25.04,N
5,1,1,1,3,1,218.89,-1.181,1308.68,51.27,0.5,1.81,-3.03,43.47,N
5,1,1,1,3,2,218.89,-1.181,1256.92,48.58,0.5,0.95,-3.03,35.63,N
5,1,1,1,3,3,218.89,-1.181,986.79,49.67,0.5,0.63,-3.03,3.75,N
5,1,1,1,3,4,218.89,-1.181,773.08,38.81,0.5,-3.4,-3.03,-82.84,N
5,1,1,1,4,1,219.02,-0.17,1009.31,40.58,-0.12,3.89,-16.51,123.31,N
5,1,1,1,4,2,219.02,-0.17,1086.82,40.1,-0.12,2.22,-16.51,23.53,N
5,1,1,1,4,3,219.02,-0.17,825.44,41.04,-0.12,-2.8,-16.51,-71.39,N
5,1,1,1,4,4,219.02,-0.17,810.85,39.89,-0.12,-3.31,-16.51,-75.45,N
5,1,1,1,5,1,203.97,0.83,1460.2,44.76,1.88,2.04,64.47,52.21,N
5,1,1,1,5,2,203.97,0.83,1303.87,43.73,1.88,3.62,64.47,122.94,N
5,1,1,1,5,3,203.97,0.83,750.19,27.35,1.88,-2.47,64.47,-76.11,N
5,1,1,1,5,4,203.97,0.83,980.63,38.51,1.88,-3.19,64.47,-99.04,N
5,1,1,2,3,1,390.08,-1.155,1079.19,49.76,-1.39,1.48,-41.61,20.75,N
5,1,1,2,3,2,390.08,-1.155,640.45,40.98,-1.39,-2.23,-41.61,-55.38,N
5,1,1,2,3,3,390.08,-1.155,836.57,40.61,-1.39,-0.53,-41.61,-18.93,N
5,1,1,2,3,4,390.08,-1.155,1070.18,38.16,-1.39,1.27,-41.61,53.56,N
5,1,1,2,4,1,392.18,-0.167,1664.34,49.61,0.04,2.08,-3.74,64.45,N
5,1,1,2,4,2,392.18,-0.167,1281.5,44.25,0.04,-0.57,-3.74,-21.05,N
5,1,1,2,4,3,392.18,-0.167,1340.11,49.52,0.04,-0.53,-3.74,-24.31,N
5,1,1,2,4,4,392.18,-0.167,908.66,43.84,0.04,-0.98,-3.74,-19.09,N
5,1,1,2,5,1,391.67,0.828,963.39,44.2,0.12,0.42,-1.98,21.57,N
5,1,1,2,5,2,391.67,0.828,942.41,41.97,0.12,0.63,-1.98,2.77,N
5,1,1,2,5,3,391.67,0.828,1595.5,40.48,0.12,-0.48,-1.98,-20.53,N
5,1,1,2,5,4,391.67,0.828,776.78,36.38,0.12,-0.81,-1.98,-14.07,N
5,1,1,3,3,1,569.65,-1.163,1013.63,46.22,1.99,2.13,36.95,80.15,N
5,1,1,3,3,2,569.65,-1.163,877.01,39.17,1.99,-0.22,36.95,-9.68,N
5,1,1,3,3,3,569.65,-1.163,1120.79,44.54,1.99,0.83,36.95,-6.87,N
5,1,1,3,3,4,569.65,-1.163,575.18,35.16,1.99,-2.74,36.95,-63.6,N
5,1,1,3,4,1,564.35,-0.161,1127.22,40.34,0.86,0.38,24.18,14.47,N
5,1,1,3,4,2,564.35,-0.161,1362.55,53.52,0.86,0.66,24.18,12.34,N
5,1,1,3,4,3,564.35,-0.161,1173.69,45.63,0.86,0.96,24.18,34.76,N
5,1,1,3,4,4,564.35,-0.161,883.01,42.64,0.86,-1.99,24.18,-61.57,N
5,1,1,3,5,1,570.66,0.834,650.49,33.87,-0.86,-1.75,-30.38,-42.7,N
5,1,1,3,5,2,570.66,0.834,589.81,36.61,-0.86,0.1,-30.38,-26.07,N
5,1,1,3,5,3,570.66,0.834,747.93,39.74,-0.86,2.62,-30.38,97.37,N
5,1,1,3,5,4,570.66,0.834,443.42,28.58,-0.86,-0.96,-30.38,-28.6,N
5,1,2,0,3,1,66.76,-1.158,1568.53,46.36,0.57,3.54,29.12,134.97,N
5,1,2,0,3,2,66.76,-1.158,1175.39,45.96,0.57,-0.65,29.12,-17.72,N
5,1,2,0,3,3,66.76,-1.158,1259.59,49.44,0.57,-2.32,29.12,-91.15,N
5,1,2,0,3,4,66.76,-1.158,1419.34,48.11,0.57,-0.57,29.12,-26.1,N
5,1,2,0,4,1,63.41,-0.163,1173.93,48.58,1.72,-0.11,60.16,-7.69,N
5,1,2,0,4,2,63.41,-0.163,1281.83,44.21,1.72,-0.3,60.16,-12.96,N
5,1,2,0,4,3,63.41,-0.163,1240.93,47.63,1.72,-0.82,60.16,-30.59,N
5,1,2,0,4,4,63.41,-0.163,1575.91,45.07,1.72,1.23,60.16,51.25,N
5,1,2,0,5,1,58.08,0.829,1454.7,48.22,-0.9,0.75,-23.24,32.21,N
5,1,2,0,5,2,58.08,0.829,808.13,35.46,-0.9,-2.17,-23.24,-70.55,N
5,1,2,0,5,3,58.08,0.829,1937.57,55.76,-0.9,2.74,-23.24,65.91,N
5,1,2,0,5,4,58.08,0.829,823.45,42.59,-0.9,-1.32,-23.24,-27.56,N
5,1,2,1,3,1,211.65,-1.174,1290.95,49.54,-1.36,1.03,-53.01,28.43,N
5,1,2,1,3,2,211.65,-1.174,933.34,44.08,-1.36,0.42,-53.01,-17.96,N
5,1,2,1,3,3,211.65,-1.174,1016.17,40.8,-1.36,1.09,-53.01,39.52,N
5,1,2,1,3,4,211.65,-1.174,1038.66,42.11,-1.36,-2.54,-53.01,-49.99,N
5,1,2,1,4,1,216.78,-0.178,719.33,36.98,-2.75,-2.95,-80.08,-53.39,N
5,1,2,1,4,2,216.78,-0.178,808.54,43.31,-2.75,1.4,-80.08,7,N
5,1,2,1,4,3,216.78,-0.178,981.04,40.86,-2.75,1.6,-80.08,49.1,N
5,1,2,1,4,4,216.78,-0.178,656.18,34.28,-2.75,-0.05,-80.08,-2.71,N
5,1,2,1,5,1,202.86,0.828,1352.91,44.5,1.94,-0.94,69.5,-36.65,N
5,1,2,1,5,2,202.86,0.828,1859.36,45.38,1.94,2.06,69.5,98.25,N
5,1,2,1,5,3,202.86,0.828,1551.05,47.14,1.94,1.28,69.5,22.65,N
5,1,2,1,5,4,202.86,0.828,1438.12,48.48,1.94,-2.4,69.5,-84.25,N
5,1,2,2,3,1,419.53,-1.192,1843.49,53.01,0.26,0.34,20.87,10.22,N
5,1,2,2,3,2,419.53,-1.192,1399.58,51.57,0.26,-1.03,20.87,-48.86,N
5,1,2,2,3,3,419.53,-1.192,1912.54,53.52,0.26,0.1,20.87,-13.52,N
5,1,2,2,3,4,419.53,-1.192,1403.33,50.39,0.26,0.59,20.87,52.16,N
5,1,2,2,4,1,389.93,-0.169,979.21,37.89,-1.31,0.47,-31.69,15.16,N
5,1,2,2,4,2,389.93,-0.169,836.53,42.64,-1.31,0.72,-31.69,10.8,N
5,1,2,2,4,3,389.93,-0.169,1197.28,45.85,-1.31,1.26,-31.69,38.33,N
5,1,2,2,4,4,389.93,-0.169,906.7,40.43,-1.31,-2.46,-31.69,-64.29,N
5,1,2,2,5,1,390.83,0.839,915.81,37.28,2.8,4.22,98.04,145.56,N
5,1,2,2,5,2,390.83,0.839,713.69,27.37,2.8,-1.89,98.04,-84.84,N
5,1,2,2,5,3,390.83,0.839,794.81,36.94,2.8,0.47,98.04,20.01,N
5,1,2,2,5,4,390.83,0.839,846.82,34.62,2.8,-2.81,98.04,-80.73,N
5,1,2,3,3,1,563.64,-1.172,749.7,37.87,-2.98,1.33,-84.39,36.32,N
5,1,2,3,3,2,563.64,-1.172,665.7,40.08,-2.98,-2.42,-84.39,-48.74,N
5,1,2,3,3,3,563.64,-1.172,938.2,45.84,-2.98,2.6,-84.39,38.54,N
5,1,2,3,3,4,563.64,-1.172,587.39,38.14,-2.98,-1.51,-84.39,-26.12,N
5,1,2,3,4,1,570.84,-0.167,657.56,36.92,-0.59,0.81,-5.68,26.04,N
5,1,2,3,4,2,570.84,-0.167,737.22,40.66,-0.59,0.19,-5.68,19.37,N
5,1,2,3,4,3,570.84,-0.167,997.14,44.52,-0.59,2.6,-5.68,48.25,N
5,1,2,3,4,4,570.84,-0.167,482.48,30.91,-0.59,-3.61,-5.68,-93.66,N
5,1,2,3,5,1,568.62,0.833,845.67,40.55,0.7,0.57,25.71,13.82,N
5,1,2,3,5,2,568.62,0.833,1127.96,37.38,0.7,1.62,25.71,72.22,N
5,1,2,3,5,3,568.62,0.833,771.65,43.11,0.7,-0.91,25.71,-43.69,N
5,1,2,3,5,4,568.62,0.833,790.97,42.03,0.7,-1.28,25.71,-42.35,N
6,1,1,0,1,1,46.99,1.076,552.55,34.3,-0.11,-0.63,0.91,-5.89,N
6,1,1,0,1,2,46.99,1.076,777.04,35.95,-0.11,-0.63,0.91,-4.73,N
6,1,1,0,1,3,46.99,1.076,949.98,36.75,-0.11,0.03,0.91,0.46,N
6,1,1,0,1,4,46.99,1.076,1117.39,37.5,-0.11,1.22,0.91,10.17,N
6,1,1,0,2,1,47.92,0.043,587.72,30.7,-0.42,0.19,-3.01,-0.13,N
6,1,1,0,2,2,47.92,0.043,752.24,34.75,-0.42,-0.16,-3.01,-1.02,N
6,1,1,0,2,3,47.92,0.043,688.91,36.7,-0.42,0.29,-3.01,1.39,N
6,1,1,0,2,4,47.92,0.043,673.57,32.5,-0.42,-0.31,-3.01,-0.24,N
6,1,1,0,3,1,50.25,-0.961,876.89,33.6,0.67,0.3,4.13,-0.64,N
6,1,1,0,3,2,50.25,-0.961,1093.15,42.55,0.67,0.4,4.13,2.65,N
6,1,1,0,3,3,50.25,-0.961,728.33,37.35,0.67,-1.6,4.13,-11.51,N
6,1,1,0,3,4,50.25,-0.961,1004.67,40.35,0.67,0.9,4.13,9.51,N
6,1,1,1,1,1,223.97,1.076,320.36,24.45,-0.3,-0.39,-1.83,-4.02,N
6,1,1,1,1,2,223.97,1.076,589.85,29.7,-0.3,0.41,-1.83,3.78,N
6,1,1,1,1,3,223.97,1.076,323.4,24.7,-0.3,-0.99,-1.83,-6.6,N
6,1,1,1,1,4,223.97,1.076,900.59,38.2,-0.3,0.96,-1.83,6.84,N
6,1,1,1,2,1,225.17,0.043,880.86,33.6,0.23,0.19,-0.41,-2.64,N
6,1,1,1,2,2,225.17,0.043,668.41,31.1,0.23,-0.81,-0.41,-2.71,N
6,1,1,1,2,3,225.17,0.043,1026.39,40,0.23,-0.06,-0.41,0.04,N
6,1,1,1,2,4,225.17,0.043,652.16,31.8,0.23,0.69,-0.41,5.32,N
6,1,1,1,3,1,229.06,-0.961,312.68,24.6,-0.06,-0.27,-0.08,-1.67,N
6,1,1,1,3,2,229.06,-0.961,578.02,34.6,-0.06,0.08,-0.08,0.5,N
6,1,1,1,3,3,229.06,-0.961,406.34,26.7,-0.06,-0.62,-0.08,-5.1,N
6,1,1,1,3,4,229.06,-0.961,543.55,35.55,-0.06,0.68,-0.08,5.44,N
6,1,1,1.7,1,1,398.59,1.076,787.06,35.2,0.37,0.15,1.46,0.33,N
6,1,1,1.7,1,2,398.59,1.076,884.9,41.75,0.37,0,1.46,-0.89,N
6,1,1,1.7,1,3,398.59,1.076,781.87,38.4,0.37,-0.45,1.46,-2.36,N
6,1,1,1.7,1,4,398.59,1.076,527.41,29.65,0.37,0.3,1.46,2.91,N
6,1,1,1.7,2,1,394.06,0.043,1096.52,40.95,-0.93,1.4,-5.77,5.9,N
6,1,1,1.7,2,2,394.06,0.043,886.66,40.7,-0.93,0.3,-5.77,0.58,N
6,1,1,1.7,2,3,394.06,0.043,240.92,24.4,-0.93,-1.4,-5.77,-5.21,N
6,1,1,1.7,2,4,394.06,0.043,897.63,37.75,-0.93,-0.3,-5.77,-1.28,N
6,1,1,1.7,3,1,405.51,-0.961,510.23,29.55,-0.48,0.55,-2.86,2.16,N
6,1,1,1.7,3,2,405.51,-0.961,1094.37,44.15,-0.48,-1.1,-2.86,-5.27,N
6,1,1,1.7,3,3,405.51,-0.961,718.8,36.3,-0.48,-0.1,-2.86,-2.44,N
6,1,1,1.7,3,4,405.51,-0.961,883.71,38.45,-0.48,0.65,-2.86,5.56,N
6,1,1,2.5,1,1,577.56,1.076,682.29,36.35,0.25,2.01,-0.75,16.08,N
6,1,1,2.5,1,2,577.56,1.076,690.83,36.7,0.25,-0.54,-0.75,-4.8,N
6,1,1,2.5,1,3,577.56,1.076,648.54,36.15,0.25,0.01,-0.75,-4.47,N
6,1,1,2.5,1,4,577.56,1.076,507.4,30.95,0.25,-1.49,-0.75,-6.82,N
6,1,1,2.5,2,1,578.63,0.043,639.92,26.7,0.89,0.17,6.13,0.24,N
6,1,1,2.5,2,2,578.63,0.043,493.25,30.7,0.89,0.13,6.13,3.84,N
6,1,1,2.5,2,3,578.63,0.043,708.65,33.05,0.89,-1.07,6.13,-8.16,N
